Input #1,Input #2,Output #1,Output #2,Output #3
5x Water Hydra (E17),5x Beaconmite (R7),1x Sea Emperor (E20),1x Invisibug (R10),2x Sylvan (R1)
5x Water Hydra (E17),2x Lizard King (R8),1x Sea Emperor (E20),2x Leviathan (E5),2x Cascade (R2)
5x Water Hydra (E17),2x Python (R9),1x Sea Emperor (E20),1x Drowned (R18),2x Bolt (R3)
5x Water Hydra (E17),5x Invisibug (R10),1x Sea Emperor (E20),1x Dreadwing (R49),2x Sylvan (R1)
5x Water Hydra (E17),5x Piranha (R11),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Hideongeon (R13),1x Sea Emperor (E20),1x Dreadwing (R49),2x Hideonsack (E16)
5x Water Hydra (E17),5x Lapis Skeleton (R15),1x Sea Emperor (E20),1x Drowned (R18),2x Lapis Creeper (L12)
5x Water Hydra (E17),5x Cropeetle (R16),1x Sea Emperor (E20),1x Dreadwing (R49),2x Sylvan (R1)
5x Water Hydra (E17),5x Drowned (R18),1x Sea Emperor (E20),1x Star Sentry (R21),2x Bolt (R3)
5x Water Hydra (E17),5x Star Sentry (R21),1x Sea Emperor (E20),1x Arachne (R24),2x Bolt (R3)
5x Water Hydra (E17),5x Hideondra (R22),1x Sea Emperor (E20),1x Dreadwing (R49),2x Hideonsack (E16)
5x Water Hydra (E17),5x Abyssal Lanternfish (R23),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Arachne (R24),1x Sea Emperor (E20),1x Revenant (R27),2x Bolt (R3)
5x Water Hydra (E17),5x Bitbug (R25),1x Sea Emperor (E20),1x Dreadwing (R49),2x Sylvan (R1)
5x Water Hydra (E17),5x Revenant (R27),1x Sea Emperor (E20),1x Skeletor (R30),2x Bolt (R3)
5x Water Hydra (E17),5x Silentdepth (R29),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Skeletor (R30),1x Sea Emperor (E20),1x Thyst (R31),2x Bolt (R3)
5x Water Hydra (E17),5x Thyst (R31),1x Sea Emperor (E20),1x Kada Knight (R36),2x Bolt (R3)
5x Water Hydra (E17),5x Quartzfang (R33),1x Sea Emperor (E20),1x Kada Knight (R36),2x Bolt (R3)
5x Water Hydra (E17),5x Hideonring (R34),1x Sea Emperor (E20),1x Dreadwing (R49),2x Hideonsack (E16)
5x Water Hydra (E17),5x Snowfin (R35),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Kada Knight (R36),1x Sea Emperor (E20),1x Wither Specter (R39),2x Bolt (R3)
5x Water Hydra (E17),5x Carrot King (R38),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Wither Specter (R39),1x Sea Emperor (E20),1x Matcho (R42),2x Bolt (R3)
5x Water Hydra (E17),5x Matcho (R42),1x Sea Emperor (E20),1x Crocodile (R45),2x Bolt (R3)
5x Water Hydra (E17),5x Ladybug (R43),1x Sea Emperor (E20),1x Dreadwing (R49),2x Sylvan (R1)
5x Water Hydra (E17),5x Lumisquid (R44),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),2x Crocodile (R45),1x Sea Emperor (E20),1x Draconic (R57),2x Bolt (R3)
5x Water Hydra (E17),2x Bullfrog (R46),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Dreadwing (R49),1x Sea Emperor (E20),1x Fungloom (R52),2x Sylvan (R1)
5x Water Hydra (E17),5x Joydive (R50),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Stalagmight (R51),1x Sea Emperor (E20),1x Draconic (R57),2x Bolt (R3)
5x Water Hydra (E17),5x Fungloom (R52),1x Sea Emperor (E20),2x Sylvan (R1),
5x Water Hydra (E17),2x Eel (R53),1x Sea Emperor (E20),2x Moray Eel (E11),2x Cascade (R2)
5x Water Hydra (E17),2x King Cobra (R54),1x Sea Emperor (E20),1x Draconic (R57),2x Bolt (R3)
5x Water Hydra (E17),5x Lava Flame (R56),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Draconic (R57),1x Sea Emperor (E20),1x Wither (R60),2x Bolt (R3)
5x Water Hydra (E17),5x Falcon (R58),1x Sea Emperor (E20),2x Toucan (E28),2x Sylvan (R1)
5x Water Hydra (E17),5x Inferno Koi (R59),1x Sea Emperor (E20),2x Cascade (R2),
5x Water Hydra (E17),5x Wither (R60),1x Sea Emperor (E20),2x Bolt (R3),
5x Water Hydra (E17),2x Gecko (R61),1x Sea Emperor (E20),2x Sylvan (R1),
5x Water Hydra (E17),2x Terra (E1),1x Sea Emperor (E20),1x XYZ (E34),
5x Water Hydra (E17),2x Cryo (E2),1x Sea Emperor (E20),,
5x Water Hydra (E17),2x Aero (E3),1x Sea Emperor (E20),1x Thorn (E12),
5x Water Hydra (E17),5x Pandarai (E4),1x Sea Emperor (E20),1x XYZ (E34),2x Bambloom (R4)
5x Water Hydra (E17),2x Leviathan (E5),1x Sea Emperor (E20),2x Lizard King (R8),2x Salamander (U8)
5x Water Hydra (E17),2x Alligator (E6),1x Sea Emperor (E20),1x Thorn (E12),
5x Water Hydra (E17),2x Fenlord (E7),1x Sea Emperor (E20),,
5x Water Hydra (E17),2x Basilisk (E9),1x Sea Emperor (E20),1x Thorn (E12),
5x Water Hydra (E17),2x Iguana (E10),1x Sea Emperor (E20),1x XYZ (E34),
5x Water Hydra (E17),2x Moray Eel (E11),1x Sea Emperor (E20),2x Sea Serpent (E32),
5x Water Hydra (E17),5x Thorn (E12),1x Sea Emperor (E20),1x Bal (E15),
5x Water Hydra (E17),5x Lunar Moth (E13),1x Sea Emperor (E20),1x XYZ (E34),
5x Water Hydra (E17),2x Fire Eel (E14),1x Sea Emperor (E20),,
5x Water Hydra (E17),5x Bal (E15),1x Sea Emperor (E20),1x Flare (E18),
5x Water Hydra (E17),5x Hideonsack (E16),1x Sea Emperor (E20),1x XYZ (E34),2x Hideonring (R34)
5x Water Hydra (E17),5x Water Hydra (E17),1x Sea Emperor (E20),,
5x Water Hydra (E17),5x Flare (E18),1x Sea Emperor (E20),1x Prince (E21),
5x Water Hydra (E17),5x Sea Emperor (E20),1x Shellwise (E26),,
5x Water Hydra (E17),5x Prince (E21),1x Sea Emperor (E20),1x Mimic (E24),
5x Water Hydra (E17),2x Komodo Dragon (E22),1x Sea Emperor (E20),1x XYZ (E34),
5x Water Hydra (E17),5x Mimic (E24),1x Sea Emperor (E20),1x Barbarian Duke X (E27),
5x Water Hydra (E17),2x Shellwise (E26),2x Leatherback (E35),,
5x Water Hydra (E17),5x Barbarian Duke X (E27),1x Sea Emperor (E20),1x Hellwisp (E29),
5x Water Hydra (E17),5x Toucan (E28),1x Sea Emperor (E20),1x XYZ (E34),2x Falcon (R58)
5x Water Hydra (E17),5x Hellwisp (E29),1x Sea Emperor (E20),1x Ghost (E33),
5x Water Hydra (E17),2x Caiman (E30),1x Sea Emperor (E20),1x Ghost (E33),
5x Water Hydra (E17),5x Firefly (E31),1x Sea Emperor (E20),1x XYZ (E34),
5x Water Hydra (E17),2x Sea Serpent (E32),2x Naga (L11),,
5x Water Hydra (E17),5x Ghost (E33),1x Sea Emperor (E20),,
5x Water Hydra (E17),5x XYZ (E34),1x Sea Emperor (E20),,
5x Water Hydra (E17),2x Leatherback (E35),2x Tortoise (L8),,
5x Water Hydra (E17),5x Cavernshade (E36),1x Sea Emperor (E20),,
5x Water Hydra (E17),5x Dragonfly (E37),1x Sea Emperor (E20),,
5x Water Hydra (E17),2x Tenebris (L1),1x Sea Emperor (E20),1x Cinderbat (L28),2x Cryo (E2)
5x Water Hydra (E17),2x Blizzard (L2),1x Spike (L14),2x Cryo (E2),
5x Water Hydra (E17),2x Tempest (L3),1x Sea Emperor (E20),1x Endstone Protector (L9),2x Cryo (E2)
5x Water Hydra (E17),2x Chameleon (L4),1x Flare (E18),1x Tenebris (L1),1x Sea Emperor (E20)
5x Water Hydra (E17),2x Tiamat (L6),1x Sea Emperor (E20),1x Endstone Protector (L9),2x Cryo (E2)
5x Water Hydra (E17),2x Wyvern (L7),1x Sea Emperor (E20),1x Cinderbat (L28),2x Cryo (E2)
5x Water Hydra (E17),2x Tortoise (L8),1x Spike (L14),2x Megalith (L29),2x Cryo (E2)
5x Water Hydra (E17),5x Endstone Protector (L9),1x Sea Emperor (E20),1x Kraken (L15),2x Cryo (E2)
5x Water Hydra (E17),2x Naga (L11),1x Spike (L14),2x Cryo (E2),
5x Water Hydra (E17),5x Lapis Creeper (L12),1x Sea Emperor (E20),1x Kraken (L15),2x Cryo (E2)
5x Water Hydra (E17),5x Wartybug (L13),1x Sea Emperor (E20),1x Cinderbat (L28),2x Cryo (E2)
5x Water Hydra (E17),5x Spike (L14),1x Taurus (L17),2x Cryo (E2),
5x Water Hydra (E17),5x Kraken (L15),1x Sea Emperor (E20),1x Burningsoul (L27),1x Moltenfish (L20)
5x Water Hydra (E17),5x Taurus (L17),1x Shinyfish (L23),2x Cryo (E2),
5x Water Hydra (E17),5x Daemon (L18),1x Sea Emperor (E20),1x Burningsoul (L27),2x Cryo (E2)
5x Water Hydra (E17),5x Moltenfish (L20),1x Shinyfish (L23),2x Cryo (E2),
5x Water Hydra (E17),5x Shinyfish (L23),1x Lord Jawbus (L26),2x Cryo (E2),
5x Water Hydra (E17),5x Ananke (L24),1x Sea Emperor (E20),1x Burningsoul (L27),2x Cryo (E2)
5x Water Hydra (E17),5x Hideonbox (L25),1x Sea Emperor (E20),1x Cinderbat (L28),2x Cryo (E2)
5x Water Hydra (E17),5x Lord Jawbus (L26),2x Cryo (E2),,
5x Water Hydra (E17),5x Burningsoul (L27),1x Sea Emperor (E20),1x Power Dragon (L30),2x Cryo (E2)
5x Water Hydra (E17),5x Cinderbat (L28),1x Sea Emperor (E20),2x Cryo (E2),
5x Water Hydra (E17),2x Megalith (L29),2x Cryo (E2),,
5x Water Hydra (E17),5x Power Dragon (L30),1x Sea Emperor (E20),1x Apex Dragon (L33),2x Cryo (E2)
5x Water Hydra (E17),5x Condor (L31),1x Sea Emperor (E20),2x Cryo (E2),2x Toucan (E28)
5x Water Hydra (E17),5x Sun Fish (L32),2x Cryo (E2),,
5x Water Hydra (E17),5x Apex Dragon (L33),1x Sea Emperor (E20),2x Cryo (E2),
5x Water Hydra (E17),5x Dodo (L34),1x Sea Emperor (E20),2x Cryo (E2),2x Toucan (E28)
5x Water Hydra (E17),5x Jormung (L36),1x Sea Emperor (E20),2x Cryo (E2),
5x Water Hydra (E17),5x Etherdrake (L39),1x Sea Emperor (E20),2x Cryo (E2),
5x Water Hydra (E17),5x Galaxy Fish (L41),2x Cryo (E2),,
5x Water Hydra (E17),5x Molthorn (L42),1x Sea Emperor (E20),2x Cryo (E2),
5x Water Hydra (E17),2x Starborn (L44),1x Sea Emperor (E20),2x Cryo (E2),
5x Flare (E18),2x Grove (C1),1x Prince (E21),1x Phanpyre (C4),
5x Flare (E18),2x Mist (C2),1x Prince (E21),1x Cod (C5),
5x Flare (E18),2x Flash (C3),1x Prince (E21),,
5x Flare (E18),5x Phanpyre (C4),1x Prince (E21),1x Phanflare (C7),2x Dreadwing (R49)
5x Flare (E18),5x Cod (C5),1x Prince (E21),1x Night Squid (C8),2x Mist (C2)
5x Flare (E18),5x Phanflare (C7),1x Prince (E21),1x Hideonleaf (C10),2x Dreadwing (R49)
5x Flare (E18),5x Night Squid (C8),1x Prince (E21),1x Verdant (C11),2x Mist (C2)
5x Flare (E18),5x Lapis Zombie (C9),1x Prince (E21),2x Lapis Skeleton (R15),2x Flash (C3)
5x Flare (E18),5x Hideonleaf (C10),1x Prince (E21),1x Mudworm (C25),2x Grove (C1)
5x Flare (E18),5x Verdant (C11),1x Prince (E21),1x Sea Archer (C14),2x Mist (C2)
5x Flare (E18),5x Chill (C12),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Sea Archer (C14),1x Prince (E21),1x Birries (C17),2x Mist (C2)
5x Flare (E18),5x Voracious Spider (C15),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Hideongift (C16),1x Prince (E21),1x Mudworm (C25),2x Grove (C1)
5x Flare (E18),5x Birries (C17),1x Prince (E21),1x Tadgang (C20),2x Mist (C2)
5x Flare (E18),5x Tank Zombie (C18),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Crow (C19),1x Prince (E21),1x Mudworm (C25),2x Toucan (E28)
5x Flare (E18),2x Tadgang (C20),1x Prince (E21),1x Coralot (C23),2x Rana (U39)
5x Flare (E18),5x Zealot (C21),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Coralot (C23),1x Prince (E21),2x Mist (C2),
5x Flare (E18),5x Harpy (C24),1x Prince (E21),2x Toucan (E28),2x Falcon (R58)
5x Flare (E18),5x Mudworm (C25),1x Prince (E21),2x Grove (C1),
5x Flare (E18),5x Golden Ghoul (C27),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Azure (C29),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Bezal (C30),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Yog (C33),1x Prince (E21),2x Flash (C3),
5x Flare (E18),5x Boreal Owl (C34),1x Prince (E21),2x Toucan (E28),2x Falcon (R58)
5x Flare (E18),2x Newt (C35),1x Prince (E21),2x Mist (C2),
5x Flare (E18),5x Miner Zombie (C36),1x Prince (E21),2x Troglobyte (U6),2x Flash (C3)
5x Flare (E18),2x Bramble (U1),1x Prince (E21),1x Pest (U10),
5x Flare (E18),2x Tide (U2),1x Prince (E21),1x Mossybit (U11),
5x Flare (E18),2x Quake (U3),1x Prince (E21),,
5x Flare (E18),5x Sparrow (U4),1x Prince (E21),1x Pest (U10),2x Toucan (E28)
5x Flare (E18),5x Goldfin (U5),1x Prince (E21),1x Mossybit (U11),2x Tide (U2)
5x Flare (E18),5x Troglobyte (U6),1x Prince (E21),2x Quartzfang (R33),2x Quake (U3)
5x Flare (E18),5x Hideoncave (U7),1x Prince (E21),1x Pest (U10),2x Bramble (U1)
5x Flare (E18),2x Salamander (U8),1x Prince (E21),1x Mossybit (U11),2x Tide (U2)
5x Flare (E18),2x Cuboa (U9),1x Prince (E21),2x Quake (U3),2x Viper (U21)
5x Flare (E18),5x Pest (U10),1x Prince (E21),1x Bambuleaf (U25),2x Bramble (U1)
5x Flare (E18),2x Mossybit (U11),1x Prince (E21),1x Salmon (U20),2x Tide (U2)
5x Flare (E18),5x Rain Slime (U12),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Seer (U15),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Heron (U16),1x Prince (E21),1x Bambuleaf (U25),2x Toucan (E28)
5x Flare (E18),5x Obsidian Defender (U18),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Salmon (U20),1x Prince (E21),1x Ent (U29),2x Tide (U2)
5x Flare (E18),2x Viper (U21),1x Prince (E21),2x Python (R9),2x Quake (U3)
5x Flare (E18),5x Praying Mantis (U22),1x Prince (E21),1x Bambuleaf (U25),2x Bramble (U1)
5x Flare (E18),5x Zombie Soldier (U24),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Bambuleaf (U25),1x Prince (E21),1x Mochibear (U31),2x Pandarai (E4)
5x Flare (E18),5x Sycophant (U27),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Seagull (U28),1x Prince (E21),1x Mochibear (U31),2x Toucan (E28)
5x Flare (E18),5x Ent (U29),1x Prince (E21),1x Magma Slug (U32),2x Tide (U2)
5x Flare (E18),5x Soul of the Alpha (U30),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Mochibear (U31),1x Prince (E21),2x Pandarai (E4),2x Bambloom (R4)
5x Flare (E18),5x Magma Slug (U32),1x Prince (E21),1x Stridersurfer (U38),2x Tide (U2)
5x Flare (E18),5x Flaming Spider (U33),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Kiwi (U34),1x Prince (E21),2x Toucan (E28),2x Falcon (R58)
5x Flare (E18),5x Bruiser (U36),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Stridersurfer (U38),1x Prince (E21),2x Tide (U2),
5x Flare (E18),2x Rana (U39),1x Prince (E21),2x Quake (U3),
5x Flare (E18),5x Termite (U40),1x Prince (E21),2x Bramble (U1),
5x Flare (E18),2x Sylvan (R1),1x Prince (E21),1x Beaconmite (R7),
5x Flare (E18),2x Cascade (R2),1x Prince (E21),1x Piranha (R11),
5x Flare (E18),2x Bolt (R3),1x Prince (E21),,
5x Flare (E18),5x Bambloom (R4),1x Prince (E21),1x Beaconmite (R7),2x Pandarai (E4)
5x Flare (E18),2x Toad (R5),1x Prince (E21),1x Piranha (R11),2x Cascade (R2)
5x Flare (E18),5x Glacite Walker (R6),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Beaconmite (R7),1x Prince (E21),1x Invisibug (R10),2x Sylvan (R1)
5x Flare (E18),2x Lizard King (R8),1x Prince (E21),1x Piranha (R11),2x Cascade (R2)
5x Flare (E18),2x Python (R9),1x Prince (E21),2x Bolt (R3),2x King Cobra (R54)
5x Flare (E18),5x Invisibug (R10),1x Prince (E21),1x Dreadwing (R49),2x Sylvan (R1)
5x Flare (E18),5x Piranha (R11),1x Prince (E21),1x Abyssal Lanternfish (R23),2x Cascade (R2)
5x Flare (E18),5x Hideongeon (R13),1x Prince (E21),1x Dreadwing (R49),2x Hideonsack (E16)
5x Flare (E18),5x Lapis Skeleton (R15),1x Prince (E21),2x Lapis Creeper (L12),2x Bolt (R3)
5x Flare (E18),5x Cropeetle (R16),1x Prince (E21),1x Dreadwing (R49),2x Sylvan (R1)
5x Flare (E18),5x Drowned (R18),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Star Sentry (R21),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Hideondra (R22),1x Prince (E21),1x Dreadwing (R49),2x Hideonsack (E16)
5x Flare (E18),5x Abyssal Lanternfish (R23),1x Prince (E21),1x Silentdepth (R29),2x Cascade (R2)
5x Flare (E18),5x Arachne (R24),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Bitbug (R25),1x Prince (E21),1x Dreadwing (R49),2x Sylvan (R1)
5x Flare (E18),5x Revenant (R27),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Silentdepth (R29),1x Prince (E21),1x Snowfin (R35),2x Cascade (R2)
5x Flare (E18),5x Skeletor (R30),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Thyst (R31),1x Prince (E21),2x Bolt (R3),2x Troglobyte (U6)
5x Flare (E18),5x Quartzfang (R33),1x Prince (E21),2x Bolt (R3),2x Stalagmight (R51)
5x Flare (E18),5x Hideonring (R34),1x Prince (E21),1x Dreadwing (R49),2x Hideonsack (E16)
5x Flare (E18),5x Snowfin (R35),1x Prince (E21),1x Carrot King (R38),2x Cascade (R2)
5x Flare (E18),5x Kada Knight (R36),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Carrot King (R38),1x Prince (E21),1x Lumisquid (R44),2x Cascade (R2)
5x Flare (E18),5x Wither Specter (R39),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Matcho (R42),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Ladybug (R43),1x Prince (E21),1x Dreadwing (R49),2x Sylvan (R1)
5x Flare (E18),5x Lumisquid (R44),1x Prince (E21),1x Joydive (R50),2x Cascade (R2)
5x Flare (E18),2x Crocodile (R45),1x Prince (E21),2x Alligator (E6),2x Bolt (R3)
5x Flare (E18),2x Bullfrog (R46),1x Prince (E21),1x Joydive (R50),2x Cascade (R2)
5x Flare (E18),5x Dreadwing (R49),1x Prince (E21),1x Fungloom (R52),2x Sylvan (R1)
5x Flare (E18),5x Joydive (R50),1x Prince (E21),1x Eel (R53),2x Cascade (R2)
5x Flare (E18),5x Stalagmight (R51),1x Prince (E21),2x Bolt (R3),2x Troglobyte (U6)
5x Flare (E18),5x Fungloom (R52),1x Prince (E21),2x Sylvan (R1),2x Troglobyte (U6)
5x Flare (E18),2x Eel (R53),1x Prince (E21),1x Lava Flame (R56),2x Cascade (R2)
5x Flare (E18),2x King Cobra (R54),1x Prince (E21),2x Basilisk (E9),2x Bolt (R3)
5x Flare (E18),5x Lava Flame (R56),1x Prince (E21),1x Inferno Koi (R59),2x Cascade (R2)
5x Flare (E18),5x Draconic (R57),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),5x Falcon (R58),1x Prince (E21),2x Toucan (E28),2x Sylvan (R1)
5x Flare (E18),5x Inferno Koi (R59),1x Prince (E21),2x Cascade (R2),
5x Flare (E18),5x Wither (R60),1x Prince (E21),2x Bolt (R3),
5x Flare (E18),2x Gecko (R61),1x Prince (E21),2x Sylvan (R1),
5x Flare (E18),2x Terra (E1),1x Prince (E21),1x XYZ (E34),
5x Flare (E18),2x Cryo (E2),1x Prince (E21),1x Water Hydra (E17),
5x Flare (E18),2x Aero (E3),1x Thorn (E12),,
5x Flare (E18),5x Pandarai (E4),1x Prince (E21),1x XYZ (E34),2x Bambloom (R4)
5x Flare (E18),2x Leviathan (E5),1x Prince (E21),1x Water Hydra (E17),
5x Flare (E18),2x Alligator (E6),1x Thorn (E12),2x Caiman (E30),
5x Flare (E18),2x Fenlord (E7),1x Prince (E21),1x Water Hydra (E17),2x Rana (U39)
5x Flare (E18),2x Basilisk (E9),1x Thorn (E12),,
5x Flare (E18),2x Iguana (E10),1x Prince (E21),1x XYZ (E34),
5x Flare (E18),2x Moray Eel (E11),1x Prince (E21),1x Water Hydra (E17),
5x Flare (E18),5x Thorn (E12),1x Bal (E15),,
5x Flare (E18),5x Lunar Moth (E13),1x Prince (E21),1x XYZ (E34),2x Firefly (E31)
5x Flare (E18),2x Fire Eel (E14),1x Prince (E21),1x Water Hydra (E17),
5x Flare (E18),5x Bal (E15),1x Prince (E21),2x Troglobyte (U6),
5x Flare (E18),5x Hideonsack (E16),1x Prince (E21),1x XYZ (E34),2x Hideonring (R34)
5x Flare (E18),5x Water Hydra (E17),1x Prince (E21),1x Sea Emperor (E20),
5x Flare (E18),5x Flare (E18),1x Prince (E21),,
5x Flare (E18),5x Sea Emperor (E20),1x Prince (E21),1x Shellwise (E26),
5x Flare (E18),5x Prince (E21),1x Mimic (E24),,
5x Flare (E18),2x Komodo Dragon (E22),1x Prince (E21),1x XYZ (E34),
5x Flare (E18),5x Mimic (E24),1x Barbarian Duke X (E27),,
5x Flare (E18),2x Shellwise (E26),1x Prince (E21),,
5x Flare (E18),5x Barbarian Duke X (E27),1x Hellwisp (E29),,
5x Flare (E18),5x Toucan (E28),1x Prince (E21),1x XYZ (E34),2x Falcon (R58)
5x Flare (E18),5x Hellwisp (E29),1x Ghost (E33),,
5x Flare (E18),2x Caiman (E30),1x Ghost (E33),2x Tiamat (L6),
5x Flare (E18),5x Firefly (E31),1x Prince (E21),1x XYZ (E34),
5x Flare (E18),2x Sea Serpent (E32),1x Prince (E21),,
5x Flare (E18),5x Ghost (E33),2x Troglobyte (U6),,
5x Flare (E18),5x XYZ (E34),1x Prince (E21),,
5x Flare (E18),2x Leatherback (E35),1x Prince (E21),,
5x Flare (E18),5x Cavernshade (E36),2x Troglobyte (U6),,
5x Flare (E18),5x Dragonfly (E37),1x Prince (E21),,
5x Flare (E18),2x Tenebris (L1),1x Prince (E21),1x Cinderbat (L28),2x Aero (E3)
5x Flare (E18),2x Blizzard (L2),1x Prince (E21),1x Spike (L14),2x Aero (E3)
5x Flare (E18),2x Tempest (L3),1x Endstone Protector (L9),2x Aero (E3),
5x Flare (E18),2x Chameleon (L4),1x Tenebris (L1),1x Sea Emperor (E20),1x Prince (E21)
5x Flare (E18),2x Tiamat (L6),1x Endstone Protector (L9),2x Aero (E3),
5x Flare (E18),2x Wyvern (L7),1x Prince (E21),1x Cinderbat (L28),2x Aero (E3)
5x Flare (E18),2x Tortoise (L8),1x Prince (E21),1x Spike (L14),2x Aero (E3)
5x Flare (E18),5x Endstone Protector (L9),1x Kraken (L15),2x Aero (E3),
5x Flare (E18),2x Naga (L11),1x Prince (E21),1x Spike (L14),2x Aero (E3)
5x Flare (E18),5x Lapis Creeper (L12),1x Kraken (L15),2x Aero (E3),
5x Flare (E18),5x Wartybug (L13),1x Prince (E21),1x Cinderbat (L28),2x Aero (E3)
5x Flare (E18),5x Spike (L14),1x Prince (E21),1x Taurus (L17),2x Aero (E3)
5x Flare (E18),5x Kraken (L15),1x Burningsoul (L27),2x Aero (E3),
5x Flare (E18),5x Taurus (L17),1x Prince (E21),1x Shinyfish (L23),2x Aero (E3)
5x Flare (E18),5x Daemon (L18),1x Burningsoul (L27),2x Aero (E3),
5x Flare (E18),5x Moltenfish (L20),1x Prince (E21),1x Shinyfish (L23),2x Aero (E3)
5x Flare (E18),5x Shinyfish (L23),1x Prince (E21),1x Lord Jawbus (L26),2x Aero (E3)
5x Flare (E18),5x Ananke (L24),1x Burningsoul (L27),2x Aero (E3),2x Toucan (E28)
5x Flare (E18),5x Hideonbox (L25),1x Prince (E21),1x Cinderbat (L28),2x Aero (E3)
5x Flare (E18),5x Lord Jawbus (L26),1x Prince (E21),2x Aero (E3),
5x Flare (E18),5x Burningsoul (L27),1x Power Dragon (L30),2x Aero (E3),
5x Flare (E18),5x Cinderbat (L28),1x Prince (E21),2x Aero (E3),
5x Flare (E18),2x Megalith (L29),1x Prince (E21),2x Aero (E3),
5x Flare (E18),5x Power Dragon (L30),1x Apex Dragon (L33),2x Aero (E3),
5x Flare (E18),5x Condor (L31),1x Prince (E21),2x Aero (E3),2x Toucan (E28)
5x Flare (E18),5x Sun Fish (L32),1x Prince (E21),2x Aero (E3),
5x Flare (E18),5x Apex Dragon (L33),2x Aero (E3),,
5x Flare (E18),5x Dodo (L34),1x Prince (E21),2x Aero (E3),2x Toucan (E28)
5x Flare (E18),5x Jormung (L36),2x Aero (E3),,
5x Flare (E18),5x Etherdrake (L39),2x Aero (E3),,
5x Flare (E18),5x Galaxy Fish (L41),1x Prince (E21),2x Aero (E3),
5x Flare (E18),5x Molthorn (L42),2x Aero (E3),,
5x Flare (E18),2x Starborn (L44),2x Aero (E3),,
5x Sea Emperor (E20),2x Grove (C1),1x Shellwise (E26),1x Phanpyre (C4),
5x Sea Emperor (E20),2x Mist (C2),1x Shellwise (E26),,
5x Sea Emperor (E20),2x Flash (C3),1x Shellwise (E26),1x Lapis Zombie (C9),
5x Sea Emperor (E20),5x Phanpyre (C4),1x Shellwise (E26),1x Phanflare (C7),2x Dreadwing (R49)
5x Sea Emperor (E20),5x Cod (C5),1x Shellwise (E26),2x Mist (C2),
5x Sea Emperor (E20),5x Phanflare (C7),1x Shellwise (E26),1x Hideonleaf (C10),2x Dreadwing (R49)
5x Sea Emperor (E20),5x Night Squid (C8),1x Shellwise (E26),2x Mist (C2),
5x Sea Emperor (E20),5x Lapis Zombie (C9),1x Shellwise (E26),1x Chill (C12),2x Lapis Skeleton (R15)
5x Sea Emperor (E20),5x Hideonleaf (C10),1x Shellwise (E26),1x Mudworm (C25),2x Grove (C1)
5x Sea Emperor (E20),5x Verdant (C11),1x Shellwise (E26),2x Mist (C2),
5x Sea Emperor (E20),5x Chill (C12),1x Shellwise (E26),1x Voracious Spider (C15),2x Flash (C3)
5x Sea Emperor (E20),5x Sea Archer (C14),1x Shellwise (E26),2x Mist (C2),
5x Sea Emperor (E20),5x Voracious Spider (C15),1x Shellwise (E26),1x Tank Zombie (C18),2x Flash (C3)
5x Sea Emperor (E20),5x Hideongift (C16),1x Shellwise (E26),1x Mudworm (C25),2x Grove (C1)
5x Sea Emperor (E20),5x Birries (C17),1x Shellwise (E26),2x Mist (C2),
5x Sea Emperor (E20),5x Tank Zombie (C18),1x Shellwise (E26),1x Zealot (C21),2x Flash (C3)
